,address,city,floor,id,latitude,longitude,price,rooms,sq,year
216,Dêbniki gen. Antoniego Józefa Madaliñskiego,Kraków,3.0,18901.0,50.0527679,19.9282413,1574937.0,2.0,63.0,2019.0
217,Grunwald Górczyn ul. Romana Dmowskiego,Poznañ,3.0,5460.0,52.3817991,16.8916385,418900.0,2.0,59.79,2021.0
218,Bie¿anów-Prokocim Bie¿anów Agatowa,Kraków,4.0,20808.0,50.0225216,20.0481276,374344.0,2.0,51.0,2021.0
219,Wola Kolska 9,Warszawa,2.0,8869.0,52.2506604,20.9768777,538000.0,2.0,33.33,2019.0
220,Dêbniki ul. Sandomierska,Kraków,3.0,19149.0,50.0517401,19.9311178,944760.0,3.0,78.73,2015.0
221,Targówek Trocka,Warszawa,2.0,14863.0,52.2753464,21.0554496,330000.0,1.0,36.0,1990.0
222,Stare Miasto Kazimierz,Kraków,1.0,19633.0,50.051855,19.9449466,1000000.0,3.0,78.7,1900.0
223,Mokotów Bokserska,Warszawa,5.0,13048.0,52.1696586,20.9970149,870000.0,3.0,90.0,2021.0
224,Wawer ul. Leœniczówka,Warszawa,0.0,8101.0,52.2319581,21.0067249,729000.0,4.0,69.51,2020.0
225,Centrum,Warszawa,4.0,11458.0,52.2311577,21.0100632,769000.0,2.0,46.1,1966.0
226,Dêbniki Stare Dêbniki ul. Praska,Kraków,2.0,19166.0,50.0462081,19.9106477,479000.0,2.0,51.5,1950.0
227,Ursus ul. Posag 7 Panien,Warszawa,1.0,9480.0,52.2059446,20.8852777,409000.0,3.0,49.5,2021.0
228,Targówek,Warszawa,1.0,18275.0,52.2751918,21.0580854,580000.0,4.0,60.0,1980.0
229,Nowa Huta Osiedle Spó³dzielcze,Kraków,2.0,22847.0,50.0777259,20.0272257,265000.0,2.0,32.6,1968.0
230,Podgórze P³aszów Lipska,Kraków,1.0,23005.0,50.0454593,20.0002025,448810.0,3.0,48.52,2021.0
231,Pr¹dnik Czerwony M³yñska-Boczna,Kraków,4.0,28319.0,50.0831155,19.9737526,350000.0,2.0,37.0,1960.0
232,Mokotów ul. Domaniewska 34B,Warszawa,7.0,9197.0,52.1839266,21.008725,721600.0,2.0,47.62,2022.0
233,Œródmieœcie Powiœle al. 3 Maja,Warszawa,5.0,17086.0,52.2346393,21.0355145,744000.0,2.0,59.59,1931.0
234,Zwierzyniec Salwator Kasztelañska,Kraków,1.0,21540.0,50.0574103,19.9133138,451375.0,1.0,28.75,2021.0
235,Mokotów,Warszawa,1.0,14065.0,52.1939874,21.0457809,620000.0,2.0,38.6,2020.0
236,Nowa Huta Czy¿yny,Kraków,2.0,30094.0,50.0816349,20.016490706002102,388080.0,2.0,39.6,2022.0
237,Œródmieœcie Œródmieœcie Po³udniowe,Warszawa,5.0,11109.0,52.2222528,21.0156995,2400000.0,5.0,144.0,1912.0
238,Dêbniki Kliny-Zacisze Spacerowa,Kraków,0.0,26309.0,50.0050868,19.8770531,433862.0,3.0,58.63,2020.0
239,Œródmieœcie ul. Franciszkañska,Warszawa,2.0,11894.0,52.2525583,21.0041604,1230000.0,2.0,59.0,2008.0
240,Bielany,Warszawa,0.0,7375.0,52.2776126,20.9472054,518700.0,2.0,39.9,2022.0
241,Podgórze Fredry,Kraków,2.0,28477.0,50.027406600000006,19.941320550000015,410000.0,2.0,34.6,2020.0
242,Praga-Po³udnie,Warszawa,1.0,12301.0,52.2373961,21.0712578,590016.0,3.0,52.68,2021.0
243,Dêbniki Ruczaj,Kraków,3.0,25108.0,50.0230156,19.9083637,850000.0,4.0,102.0,2005.0
244,Ochota ul. Mo³dawska,Warszawa,4.0,6764.0,52.1999952,20.9795466,680000.0,1.0,36.84,2018.0
245,Pr¹dnik Bia³y Górka Narodowa Stefana Banacha,Kraków,2.0,20465.0,50.1015333,19.9640995,462181.28,3.0,59.82,2021.0
246,Pr¹dnik Czerwony M³yñska Boczna,Kraków,0.0,29617.0,50.0453141,19.9246883,362100.0,2.0,37.0,1978.0
247,¯oliborz ul. Kaliny Jêdrusik,Warszawa,0.0,12323.0,52.2571792,20.9629941,915000.0,3.0,61.19,2015.0
248,Wola O¿arowska,Warszawa,4.0,14693.0,52.2465852,20.9546547,429000.0,1.0,31.0,1951.0
249,Mokotów,Warszawa,6.0,12933.0,52.1939874,21.0457809,585000.0,3.0,42.94,1970.0
250,Bie¿anów-Prokocim Erazma Jerzmanowskiego,Kraków,1.0,23861.0,50.0096842,20.0092457,590000.0,4.0,56.42,2015.0
251,Mokotów,Warszawa,0.0,17204.0,52.1939874,21.0457809,500000.0,3.0,56.3,1975.0
252,Œródmieœcie,Warszawa,2.0,7351.0,52.2328098,21.019067,899000.0,3.0,87.0,2000.0
253,Mokotów,Warszawa,2.0,13259.0,52.1939874,21.0457809,575000.0,2.0,44.61,1912.0
254,Wola,Warszawa,10.0,10067.0,52.2362379,20.9547815,619000.0,4.0,54.0,2020.0
255,Podgórze ul. Stanis³awa Klimeckiego,Kraków,5.0,24853.0,50.0492242,19.9703793,569000.0,3.0,54.36,2021.0
256,Mokotów Parkowa,Warszawa,2.0,10254.0,51.1754685,18.393681,3800000.0,3.0,136.0,2010.0
257,Dêbniki Ruczaj dr. Jana Piltza,Kraków,2.0,26927.0,50.0076191,19.8888826,569000.0,3.0,50.7,2020.0
258,Nowa Huta Czy¿yny ul. WoŸniców,Kraków,0.0,26133.0,50.0469432,19.997153435836697,706800.0,4.0,74.4,2022.0
259,Bie¿anów-Prokocim Wielicka 179,Kraków,1.0,27908.0,50.0102971,20.00857,400411.0,2.0,44.99,2021.0
260,Ochota,Warszawa,3.0,8785.0,52.212225,20.9726299,1210000.0,4.0,80.8,2015.0
261,Œródmieœcie ul. Tytusa Cha³ubiñskiego,Warszawa,4.0,9884.0,52.2253388,21.0035694,769000.0,2.0,46.1,1966.0
262,Bia³o³êka,Warszawa,4.0,11942.0,52.3196649,21.0211773,632899.0,4.0,72.29,2022.0
263,Pr¹dnik Bia³y Henryka Pachoñskiego,Kraków,4.0,22397.0,50.0949773,19.920405494289955,478000.0,3.0,50.9,2021.0
264,Grzegórzki Grzegórzecka,Kraków,4.0,20581.0,50.0587885,19.9500605,419106.0,1.0,30.37,2020.0
265,Ursynów K³obucka,Warszawa,1.0,11041.0,52.1599734,20.990916185264226,775000.0,3.0,67.4,2019.0
266,Wola Juliana Konstantego Ordona,Warszawa,0.0,6787.0,52.2247928,20.9525803,486831.0,2.0,42.96,2021.0
267,¯oliborz,Warszawa,1.0,8352.0,52.2675944,20.9796975,580000.0,2.0,39.5,1955.0
268,Ursynów Nowoursynowska,Warszawa,5.0,14960.0,52.16658235,21.040685660341076,997000.0,3.0,79.0,2008.0
269,Podgórze Duchackie ul. Walerego S³awka,Kraków,3.0,24770.0,50.0242313,19.959569,539000.0,3.0,57.1,2021.0
270,Ursynów,Warszawa,0.0,16873.0,52.141039,21.0323214,510000.0,2.0,44.0,1980.0
271,Stare Miasto Naramowice ul. Karpia,Poznañ,0.0,4921.0,52.4449107,16.9490349,477653.65,3.0,66.35,2020.0
272,Podgórze Duchackie ul. Walerego S³awka,Kraków,0.0,24746.0,50.0242313,19.959569,449000.0,2.0,47.09,2021.0
273,Grunwald Górczyn,Poznañ,3.0,3760.0,52.3851547,16.880016,365000.0,2.0,46.91,2020.0
274,Mistrzejowice,Kraków,5.0,20248.0,50.09742625,20.00960263225891,380000.0,2.0,36.0,2020.0
275,Targówek,Warszawa,2.0,11393.0,52.2751918,21.0580854,430000.0,3.0,49.3,1975.0
276,Nowe Miasto Polanka 2,Poznañ,1.0,4728.0,52.39975875,16.954659974486166,365256.0,2.0,41.04,2020.0
277,Podgórze P³aszów,Kraków,1.0,22882.0,50.0345327,19.9754459,760000.0,5.0,79.6,2015.0
278,Pr¹dnik Czerwony ul. Promienistych,Kraków,1.0,18494.0,50.0858369,19.9714303,629942.0,4.0,70.78,2021.0
279,Wola Pañska,Warszawa,10.0,14071.0,52.230245,20.9872991,483000.0,2.0,37.2,1968.0
280,Praga-Po³udnie Saska Kêpa,Warszawa,1.0,15371.0,52.23280325,21.054660077101246,899000.0,3.0,82.0,1980.0
281,Podgórze Kazimierza Siemienowicza,Kraków,2.0,27360.0,50.0380294,19.99559564674397,428832.0,2.0,44.67,2023.0
282,Podgórze Zab³ocie,Kraków,4.0,22426.0,50.0478769,19.961368688357496,649000.0,3.0,61.11,2021.0
283,wielkopolskie,Poznañ,2.0,4281.0,52.4006632,16.91973259178088,406458.0,3.0,53.67,2020.0
284,Krowodrza ul. Obopólna,Kraków,3.0,21191.0,50.0721983,19.9064101,585000.0,2.0,53.95,1960.0
285,Bemowo,Warszawa,6.0,15189.0,52.2389738,20.9132881,549000.0,3.0,63.67,1980.0
286,Stare Miasto Naramowice ul. Karpia 27,Poznañ,2.0,1122.0,52.444582100000005,16.95660163720169,471303.8,3.0,72.62,2020.0
287,Mokotów Sadyba Na³êczowska,Warszawa,2.0,7987.0,52.1753544,21.0624219,685420.0,3.0,65.93,2022.0
288,Wilda Dêbiec,Poznañ,3.0,1594.0,52.3711081,16.9163707,299000.0,2.0,48.0,1970.0
289,Bie¿anów-Prokocim Bie¿anów Henryka i Karola Czeczów,Kraków,1.0,19869.0,50.0205864,20.0569504,333660.3,3.0,63.0,2022.0
290,Stare Miasto Naramowice,Poznañ,1.0,1279.0,52.4496489,16.9494082,289636.0,2.0,38.11,2022.0
291,Pr¹dnik Czerwony Dobrego Pasterza,Kraków,5.0,22330.0,50.0878647,19.9683977,649000.0,2.0,55.21,2020.0
292,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,2.0,23321.0,50.0986433,20.0132206,497420.0,4.0,65.45,2022.0
293,Pr¹dnik Bia³y Stefana Banacha,Kraków,5.0,20762.0,50.1015333,19.9640995,968688.0,4.0,104.16,2021.0
294,Œródmieœcie Stare Miasto,Warszawa,3.0,7522.0,52.2328098,21.019067,1700000.0,3.0,127.0,1956.0
295,Bie¿anów-Prokocim Wielicka 179,Kraków,1.0,27912.0,50.0102971,20.00857,435744.0,2.0,48.96,2021.0
296,Zwierzyniec Jesionowa,Kraków,2.0,24672.0,50.067974,19.8748544,1254555.0,4.0,92.93,2020.0
297,Grunwald Górczyn Jakuba Krauthofera,Poznañ,1.0,4885.0,52.386959,16.890867471542784,449400.0,2.0,61.52,2021.0
298,Dêbniki Skotniki ul. Aleksandra Zelwerowicza,Kraków,0.0,27799.0,50.0179578,19.8790929,630000.0,4.0,75.0,2022.0
299,Bia³o³êka ul. Leona Berensona,Warszawa,1.0,8308.0,52.3246245,21.0547602,319000.0,2.0,41.0,2020.0
300,Pr¹dnik Bia³y,Kraków,0.0,27635.0,50.1035684,19.953603106301202,442000.0,3.0,48.5,1990.0
301,Bielany Chomiczówka Br¹zownicza,Warszawa,5.0,16633.0,52.2319581,21.0067249,529000.0,2.0,47.0,1983.0
302,Praga-Pó³noc Aleja Tysi¹clecia,Warszawa,4.0,12410.0,52.2542308,21.0528516,375000.0,3.0,47.0,2022.0
303,Grzegórzki D¹bie,Kraków,3.0,28587.0,50.0587985,19.9758208,495000.0,3.0,50.0,1964.0
304,Grunwald,Poznañ,3.0,1782.0,52.404212,16.882542,510840.0,2.0,59.4,1905.0
305,Wzgórza Krzes³awickie ul.Gustawa Morcinka,Kraków,0.0,26736.0,50.1047809,20.0362743,197028.0,1.0,25.26,2022.0
306,Podgórze Bagrowa,Kraków,3.0,29643.0,50.0361989,20.000282,1150000.0,4.0,86.0,2018.0
307,Pr¹dnik Czerwony Rakowice W³odkowica,Kraków,0.0,18796.0,50.0746426,19.9827054,480000.0,2.0,49.1,1962.0
308,Stare Miasto,Kraków,4.0,27451.0,50.0590398,19.93716829792899,777000.0,3.0,60.74,2008.0
309,Œródmieœcie,Warszawa,4.0,10936.0,52.2328098,21.019067,1384029.0,3.0,121.47,2012.0
310,Praga-Po³udnie Grochów Fundamentowa,Warszawa,3.0,17235.0,52.2386238,21.0818602,768000.0,3.0,63.1,2011.0
311,Wilanów,Warszawa,0.0,16884.0,52.1530829,21.1104411,1022750.0,3.0,82.0,2006.0
312,Ursynów K³obucka Central Park,Warszawa,4.0,12465.0,52.1599734,20.990916185264226,850000.0,3.0,71.0,2015.0
313,Mokotów ul. Bluszczañska,Warszawa,1.0,15356.0,52.2090378,21.0634473,798098.0,3.0,73.22,2020.0
314,Podgórze Duchackie Wola Duchacka,Kraków,4.0,27088.0,50.0146222,19.953758,445993.87,2.0,43.91,2021.0
315,Bemowo,Warszawa,1.0,15331.0,52.2389738,20.9132881,600000.0,2.0,59.0,2009.0
316,Grunwald,Poznañ,1.0,3986.0,52.404212,16.882542,507934.0,3.0,71.54,2021.0
317,Grunwald ul. Bu³garska 59,Poznañ,10.0,593.0,52.3958369,16.8627283,535264.8,3.0,73.1,2020.0
318,Dêbniki Ruczaj Obozowa,Kraków,1.0,18940.0,50.0206194,19.9145455,510000.0,3.0,59.8,2010.0
319,Bronowice,Kraków,0.0,29686.0,50.0833247,19.869783648014888,568000.0,3.0,71.92,2022.0
320,Ochota,Warszawa,0.0,17383.0,52.212225,20.9726299,418000.0,1.0,32.0,1951.0
321,Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznañ,1.0,163.0,52.3941575,16.9162342,422280.0,1.0,46.0,2022.0
322,Nowa Huta Czy¿yny ul. WoŸniców,Kraków,4.0,26101.0,50.0469432,19.997153435836697,586150.0,3.0,61.7,2022.0
323,Ursus Gierdziejewskiego,Warszawa,1.0,12672.0,52.1993842,20.8787826,478000.0,3.0,61.95,2022.0
324,Mistrzejowice os. Piastów,Kraków,1.0,19509.0,50.101206899999994,20.017364300393496,699000.0,4.0,72.31,2020.0
325,Stare Miasto Naramowice,Poznañ,1.0,272.0,52.4496489,16.9494082,231907.0,1.0,26.81,2022.0
326,Pr¹dnik Czerwony ul. Zenona Klemensiewicza,Kraków,0.0,26289.0,50.0814925,19.9500226,226100.0,1.0,15.74,2021.0
327,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,0.0,23270.0,50.0986433,20.0132206,398320.0,2.0,49.79,2022.0
328,Mokotów Siekierki ul. Bluszczañska,Warszawa,2.0,10395.0,52.2090378,21.0634473,530000.0,2.0,44.17,2009.0
329,Krowodrza,Kraków,2.0,19238.0,50.07087985,19.91656311814478,1050000.0,4.0,81.0,1939.0
330,Œródmieœcie ul. Solec,Warszawa,3.0,7071.0,52.2337064,21.0281295,2600000.0,4.0,130.0,2017.0
331,Bia³o³êka ul. K¹ty Grodziskie,Warszawa,2.0,12303.0,52.3246245,21.0547602,389649.0,3.0,53.56,2021.0
332,Wilanów Urodzajna,Warszawa,1.0,6436.0,52.1692344,21.0789978,2800000.0,4.0,178.8,2005.0
333,Grzegórzki Stanis³awa Lema,Kraków,1.0,27612.0,50.06772015,19.99154900943178,623000.0,3.0,63.28,2021.0
334,Nowa Huta Czy¿yny ul. WoŸniców,Kraków,1.0,26123.0,50.0469432,19.997153435836697,459700.0,2.0,45.97,2022.0
335,Nowa Huta Czy¿yny Nowohucka 46,Kraków,2.0,30105.0,50.0558029,19.9993305,553755.0,3.0,63.65,2022.0
336,Wola,Warszawa,0.0,14903.0,52.2362379,20.9547815,521367.0,2.0,47.45,2021.0
337,Bia³o³êka Kobia³ka Rossiniego,Warszawa,0.0,6950.0,52.3434224,21.0517575,350000.0,2.0,39.07,2014.0
338,Œródmieœcie,Warszawa,3.0,7967.0,52.2328098,21.019067,1390000.0,4.0,101.0,1965.0
339,Œródmieœcie,Warszawa,10.0,14034.0,52.2328098,21.019067,624987.0,2.0,44.0,1970.0
340,Ochota,Warszawa,4.0,11860.0,52.212225,20.9726299,319000.0,1.0,23.0,1967.0
341,Pr¹dnik Czerwony,Kraków,0.0,29326.0,50.085941899999995,19.96660060819073,570250.0,4.0,92.03,2020.0
342,Ursynów Hawajska,Warszawa,7.0,11449.0,52.1502252,21.0408109,539000.0,2.0,49.0,1982.0
343,Nowe Miasto Malta ul. Katowicka,Poznañ,4.0,4865.0,52.3973449,16.9619394,689100.0,4.0,91.88,2022.0
344,Ursynów,Warszawa,2.0,7431.0,52.141039,21.0323214,890000.0,4.0,85.0,1978.0
345,Wola,Warszawa,2.0,14104.0,52.2362379,20.9547815,450000.0,1.0,42.0,1963.0
346,Praga-Po³udnie Goc³aw Tadeusza Rechniewskiego,Warszawa,0.0,11797.0,52.225504,21.1034406,460000.0,2.0,46.0,1990.0
347,Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznañ,5.0,2300.0,52.3941575,16.9162342,737422.2,3.0,73.89,2022.0
348,Wilanów,Warszawa,0.0,12409.0,52.1530829,21.1104411,449000.0,3.0,59.0,2022.0
349,Praga-Po³udnie ul. Osiecka 57,Warszawa,1.0,15537.0,52.24078885,21.106142157396025,639999.0,3.0,66.16,2020.0
350,Nowe Miasto Malta ul. Katowicka,Poznañ,1.0,5680.0,52.3973449,16.9619394,913220.0,6.0,130.46,2022.0
351,Bia³o³êka Vincenza Belliniego,Warszawa,2.0,11431.0,52.3449263,21.0492064,399000.0,2.0,32.0,2018.0
352,Zwierzyniec Piotra Borowego,Kraków,2.0,26943.0,50.0469432,19.997153435836697,535000.0,1.0,53.0,2000.0
353,Stare Miasto Naramowice ul. Karpia,Poznañ,3.0,2617.0,52.4449107,16.9490349,435800.5,4.0,68.63,2020.0
354,Bie¿anów-Prokocim Malachitowa,Kraków,1.0,20865.0,50.0190594,20.0536229,333500.0,3.0,63.0,2022.0
355,Dêbniki Ruczaj Chmieleniec,Kraków,2.0,24965.0,50.0204807,19.8980137,425000.0,2.0,48.4,2006.0
356,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,9.0,18345.0,50.0986433,20.0132206,431910.0,3.0,47.99,2020.0
357,Nowa Huta Czy¿yny ul. Centralna,Kraków,1.0,21823.0,50.0635686,20.0037147,606606.73,4.0,83.1,2022.0
358,Bemowo ul. Kluczborska,Warszawa,0.0,7656.0,52.2429166,20.9226691,660000.0,2.0,58.7,2002.0
359,Targówek,Warszawa,9.0,17193.0,52.2751918,21.0580854,600000.0,4.0,70.5,1980.0
360,Podgórze Przewóz Przewóz,Kraków,1.0,20381.0,50.0435196,20.0712999,460000.0,2.0,38.0,2015.0
361,Œródmieœcie,Warszawa,2.0,18014.0,52.2328098,21.019067,475000.0,2.0,35.0,1952.0
362,ma³opolskie,Kraków,4.0,24043.0,50.0619474,19.9368564,529000.0,3.0,62.45,2021.0
363,Wola,Warszawa,0.0,12726.0,52.2362379,20.9547815,550000.0,3.0,54.0,1964.0
364,Stare Miasto Naramowice,Poznañ,4.0,990.0,52.4496489,16.9494082,295353.0,2.0,38.11,2022.0
365,Wola,Warszawa,3.0,6571.0,52.2362379,20.9547815,435000.0,2.0,38.0,1977.0
366,Nowe Miasto Malta,Poznañ,1.0,489.0,52.40739345,16.979467067544743,250400.0,1.0,31.3,2021.0
367,Grzegórzki Stanis³awa Lema,Kraków,3.0,29788.0,50.06772015,19.99154900943178,844658.0,4.0,78.94,2021.0
368,Bemowo ul. Drogomilska,Warszawa,0.0,18216.0,52.2302434,20.9137087,575000.0,3.0,67.6,1980.0
369,Bia³o³êka Belliniego,Warszawa,1.0,12065.0,52.3449263,21.0492064,375000.0,2.0,37.0,2017.0
370,Praga-Pó³noc ul. Grajewska,Warszawa,3.0,9961.0,52.2607383,21.0600114,800000.0,3.0,74.0,1927.0
371,Œródmieœcie Zygmunta S³omiñskiego,Warszawa,0.0,15939.0,52.25477,20.9851946,709302.0,3.0,62.74,2021.0
372,Grunwald Górczyn ul. Ceglana,Poznañ,1.0,3522.0,52.3709933,16.8631459,679432.0,3.0,65.33,2020.0
373,Nowe Miasto Rataje,Poznañ,3.0,1271.0,52.3901295,16.9535909,309000.0,2.0,36.4,2021.0
374,Mistrzejowice os. Mistrzejowice,Kraków,8.0,20918.0,50.09497745,19.996209027640845,576000.0,4.0,71.59,1991.0
375,Je¿yce Stanis³awa Szczepanowskiego,Poznañ,0.0,2902.0,52.4188529,16.8976818,402324.0,2.0,52.33,2021.0
376,Dêbniki Kliny-Zacisze,Kraków,2.0,20288.0,50.00969645000001,19.905901803626172,630000.0,3.0,64.0,2020.0
377,Pr¹dnik Bia³y Stefana Banacha,Kraków,4.0,24532.0,50.1015333,19.9640995,968502.0,5.0,104.14,2020.0
378,Grzegórzki Topolowa,Kraków,1.0,27641.0,50.0663586,19.9566114,1100000.0,3.0,79.0,1920.0
379,Praga-Po³udnie ul. Wojciecha Chrzanowskiego,Warszawa,0.0,10069.0,52.252529,21.0762713,525000.0,2.0,44.26,2016.0
380,Targówek,Warszawa,4.0,7268.0,52.2751918,21.0580854,352500.0,2.0,37.5,1968.0
381,Praga-Po³udnie ul. Miñska 25c,Warszawa,2.0,9521.0,52.2498237,21.0589502,375000.0,1.0,25.0,2014.0
382,Pr¹dnik Bia³y Zieliñska,Kraków,0.0,20074.0,50.0960701,19.9318655,442000.0,3.0,48.0,1980.0
383,Mokotów ul. Augustówka,Warszawa,2.0,17803.0,52.18626545,21.072322474777074,325000.0,1.0,29.0,2003.0
384,Nowa Huta Os. S³oneczne,Kraków,1.0,21647.0,50.0771546,20.0393941,255000.0,1.0,20.37,1970.0
385,Podgórze Zab³ocie,Kraków,4.0,26856.0,50.0478769,19.961368688357496,429000.0,2.0,34.73,2021.0
386,Mistrzejowice Piasta Ko³odzieja,Kraków,3.0,27560.0,50.0986433,20.0132206,635000.0,3.0,63.51,2020.0
387,Podgórze Duchackie Wola Duchacka,Kraków,5.0,27087.0,50.0146222,19.953758,430636.8,2.0,40.78,2021.0
388,Œródmieœcie Œródmieœcie Pó³nocne ul. Œwiêtokrzyska 16,Warszawa,5.0,11313.0,52.2353714,21.0105726,1410500.0,4.0,92.0,1950.0
389,Weso³a Stara Mi³osna,Warszawa,0.0,10274.0,52.224792,21.2251737,432000.0,2.0,38.0,2018.0
390,Wawer Radoœæ,Warszawa,0.0,11441.0,52.1857228,21.1871497,1000000.0,5.0,154.0,2012.0
391,Praga-Pó³noc Jagielloñska,Warszawa,4.0,6640.0,52.2512338,21.0349704,429000.0,2.0,39.0,1985.0
392,Je¿yce Podolany Strzeszyñska,Poznañ,3.0,2585.0,52.4536483,16.8849986,489000.0,3.0,63.0,2012.0
393,Œródmieœcie ul. Grzybowska,Warszawa,10.0,8119.0,52.235745800000004,20.993720703559504,550000.0,2.0,38.8,1968.0
394,Wola Moczyd³o,Warszawa,1.0,11053.0,52.23411350000001,20.953882954325522,585000.0,3.0,54.0,1960.0
395,Je¿yce Winiary Pi¹tkowska,Poznañ,3.0,2101.0,52.4006632,16.91973259178088,479118.0,3.0,56.7,2021.0
396,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,4.0,23357.0,50.0986433,20.0132206,478629.0,3.0,59.09,2022.0
397,Dêbniki Kliny-Zacisze bpa. A. Ma³ysiaka,Kraków,3.0,29801.0,49.9988318,19.8938784,456987.0,3.0,66.23,2021.0
398,Podgórze Józefiñska,Kraków,2.0,20831.0,50.0456768,19.9530885,780000.0,3.0,57.0,1900.0
399,Mokotów Stegny Marsylska,Warszawa,8.0,9718.0,52.1755894,21.0513959,783900.0,4.0,67.0,1975.0
400,Œródmieœcie,Warszawa,1.0,15240.0,52.2328098,21.019067,2750000.0,5.0,169.4,1930.0
401,Nowe Miasto Malta ul. Katowicka,Poznañ,5.0,4757.0,52.3973449,16.9619394,308750.0,2.0,32.5,2022.0
402,Krowodrza Œwiêtokrzyska,Kraków,4.0,28586.0,50.07562685,19.9287277539394,889497.0,3.0,66.42,2020.0
403,Mokotów,Warszawa,5.0,16627.0,52.1939874,21.0457809,530000.0,3.0,57.6,1970.0
404,Mistrzejowice Piasta Ko³odzieja,Kraków,0.0,22194.0,50.0986433,20.0132206,512694.0,4.0,65.73,2020.0
405,Pr¹dnik Bia³y,Kraków,10.0,20001.0,50.1035684,19.953603106301202,390000.0,3.0,45.5,1983.0
406,Bielany Chomiczówka,Warszawa,10.0,8816.0,52.2774333,20.90687508296601,520000.0,3.0,64.0,1976.0
407,Bronowice Bronowicka,Kraków,5.0,20271.0,50.0778251,19.900680986965753,480000.0,3.0,45.0,1974.0
408,Mokotów,Warszawa,4.0,8175.0,52.1939874,21.0457809,539000.0,3.0,48.49,1968.0
409,Zwierzyniec Bielany ul. Ksiêcia Józefa,Kraków,0.0,22024.0,50.0462733,19.8721668,458000.0,2.0,51.48,2021.0
410,Nowe Miasto Malta ul. Katowicka,Poznañ,2.0,5764.0,52.3973449,16.9619394,666130.0,4.0,91.88,2022.0
411,Bielany ul. Klaudyny,Warszawa,10.0,12512.0,52.2829871,20.973798151710078,650000.0,3.0,60.0,1980.0
412,Stare Miasto Pi¹tkowo ul. Teofila Mateckiego,Poznañ,1.0,3747.0,52.4611954,16.8977153,412148.0,3.0,54.23,2022.0
413,Dêbniki,Kraków,0.0,27123.0,50.0518611,19.9270367,921548.0,3.0,51.2,2019.0
414,Wzgórza Krzes³awickie ul.Gustawa Morcinka,Kraków,1.0,26641.0,50.1047809,20.0362743,270013.0,2.0,38.03,2022.0
415,Stare Miasto Wilczak Wilczak 16 A,Poznañ,0.0,6168.0,52.4300916,16.9514725830321,278308.0,1.0,33.94,2020.0
416,Ochota,Warszawa,0.0,17184.0,52.212225,20.9726299,1150000.0,4.0,90.0,2002.0
417,Œródmieœcie,Warszawa,2.0,8636.0,52.2328098,21.019067,475500.0,1.0,35.0,1953.0
418,Pr¹dnik Bia³y Górka Narodowa Stefana Banacha,Kraków,3.0,24338.0,50.1015333,19.9640995,399000.0,2.0,40.71,2021.0
419,Grzegórzki Kazimierza Kordylewskiego,Kraków,2.0,28570.0,50.0603359,19.9623163,629000.0,2.0,47.13,2009.0
420,Nowe Miasto Malta abpa Walentego Dymka,Poznañ,0.0,1240.0,52.3938613,16.9910647,264208.0,1.0,26.96,2020.0
421,¯oliborz,Warszawa,2.0,9422.0,52.2675944,20.9796975,1041456.0,3.0,66.76,2014.0
422,Grzegórzki al. Pokoju,Kraków,2.0,22062.0,50.0589305,19.9762323,660000.0,3.0,70.0,1965.0
423,Œródmieœcie Emilii Plater,Warszawa,3.0,11060.0,52.2268815,21.005221879494137,1390000.0,4.0,101.0,1965.0
424,Mokotów Wyglêdów,Warszawa,7.0,9719.0,52.19513205,20.996452781843846,404000.0,1.0,29.6,1973.0
425,Wilda Dêbiec,Poznañ,2.0,4236.0,52.3711081,16.9163707,196000.0,1.0,22.24,1983.0
426,Pr¹dnik Czerwony ul. Zenona Klemensiewicza,Kraków,0.0,29282.0,50.0814925,19.9500226,225803.0,1.0,15.38,2021.0
427,Bronowice Stañczyka,Kraków,8.0,21372.0,50.0788285,19.8942504,475000.0,2.0,40.88,2021.0
428,Praga-Po³udnie,Warszawa,1.0,9384.0,52.2373961,21.0712578,1160000.0,3.0,78.0,2010.0
429,Bielany ul. Marymoncka,Warszawa,7.0,6333.0,52.30015375,20.944642256299133,325000.0,1.0,27.0,1969.0
430,Œródmieœcie Powiœle Juliana Smulikowskiego,Warszawa,3.0,15895.0,52.2375043,21.0315428,2974800.0,4.0,123.95,2020.0
431,Nowa Huta Czy¿yny Kamionka,Kraków,0.0,20855.0,50.0647613,20.0099164,375700.0,2.0,44.0,2022.0
432,Bemowo,Warszawa,0.0,8186.0,52.2389738,20.9132881,2150000.0,4.0,135.16,2007.0
433,Mokotów Kataloñska,Warszawa,9.0,11895.0,52.1750539,21.0535694,329000.0,1.0,31.0,1979.0
434,Grunwald £awica Bu³garska,Poznañ,4.0,2505.0,52.4041619,16.8668109,354123.0,3.0,48.51,1962.0
435,Zwierzyniec Królowej Jadwigi,Kraków,2.0,29598.0,50.0550023,19.908853,915000.0,4.0,92.0,2019.0
